items,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image_ins1.started,Key_ins1.started,Key_ins1.keys,Key_ins1.rt,Key_ins1.duration,Image_ins2.started,Key_ins2.started,Key_ins2.keys,Key_ins2.rt,Key_ins2.duration,Image_ins3.started,Key_ins3.started,Key_ins3.keys,Key_ins3.rt,Key_ins3.duration,Image_ins4.started,Key_ins4.started,Key_ins4.keys,Key_ins4.rt,Key_ins4.duration,Image_ins5.started,Key_ins5.started,Key_ins5.keys,Key_ins5.rt,Key_ins5.duration,Fixcross_Practice.started,Text_Catpracticeregis.started,Mic_catpractice.started,Mic_catpractice.clip,Image_ins6.started,Key_ins6.started,Key_ins6.keys,Key_ins6.rt,Key_ins6.duration,Image_ins7.started,Key_ins7.started,Key_ins7.keys,Key_ins7.rt,Key_ins7.duration,Fixcross_test.started,Fixcross_test.stopped,Text_cattextregis.started,Mic_cattestresgis.started,Mic_cattestresgis.clip,Image_ins8.started,Image_ins9.started,Key_ins9.started,Key_ins9.keys,Key_ins9.rt,Key_ins9.duration,Image_ins10.started,Key_ins10.started,Key_ins10.keys,Key_ins10.rt,Key_ins10.duration,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,32.812550292001106,32.812550292001106,space,93.53851458299687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
,,,,,,,,,,126.42212420800206,126.42212420800206,space,9.011292916999082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
,,,,,,,,,,,,,,,135.4533857919996,135.4533857919996,space,6.682415791001404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
,,,,,,,,,,,,,,,,,,,,142.17099770799905,142.17099770799905,space,9.25602912499744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
,,,,,,,,,,,,,,,,,,,,,,,,,151.46189966699967,151.46189966699967,space,4.972895333001361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.47722579200126,157.05593491699983,0.01572104099977878,/Users/xwx/Desktop/Semantic_fluency_FULL_D/data/910517_PRE_PILOT_2024-04-11_14h30.25.024_Mic_catpractice_recorded/recording_Mic_catpractice_2024-04-11_14h34.38.806.wav,277.1968952919997,277.1968952919997,space,13.32920012500108,None,,,,,,,,,,,,,,,,,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
FLOWERS,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.645255833002,290.645255833002,space,2.739890666001884,None,293.4024134579995,293.93845000000147,293.93845000000147,0.005710833000193816,/Users/xwx/Desktop/Semantic_fluency_FULL_D/data/910517_PRE_PILOT_2024-04-11_14h30.25.024_Mic_cattestresgis_recorded/recording_Mic_cattestresgis_2024-04-11_14h36.55.721.wav,414.10622800000056,423.9136410829997,423.9136410829997,space,4.005798498998047,None,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
FOODS,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.9471887920008,427.9471887920008,space,2.5573885000012524,None,430.5365930420012,431.07680345799963,431.07680345799963,0.004051666001032572,/Users/xwx/Desktop/Semantic_fluency_FULL_D/data/910517_PRE_PILOT_2024-04-11_14h30.25.024_Mic_cattestresgis_recorded/recording_Mic_cattestresgis_2024-04-11_14h39.12.870.wav,551.2498105000013,561.0478569170009,561.0478569170009,space,1.951957165998465,None,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
COUNTRIES,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.061309875,563.061309875,space,2.1105966249997437,None,565.1878592079993,565.7326164580008,565.7326164580008,0.004395417003252078,/Users/xwx/Desktop/Semantic_fluency_FULL_D/data/910517_PRE_PILOT_2024-04-11_14h30.25.024_Mic_cattestresgis_recorded/recording_Mic_cattestresgis_2024-04-11_14h41.27.505.wav,685.8692982499997,695.7123602920001,695.7123602920001,space,4.609564248999959,None,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
TOYS,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.4016426669987,700.4016426669987,space,1.0478390829994169,None,701.4606367500019,,702.0098214579994,0.007825290998880519,/Users/xwx/Desktop/Semantic_fluency_FULL_D/data/910517_PRE_PILOT_2024-04-11_14h30.25.024_Mic_cattestresgis_recorded/recording_Mic_cattestresgis_2024-04-11_14h43.43.787.wav,822.1763723330005,831.9742249580013,831.9742249580013,space,1.9546748329994443,None,,,,,,910517,001,2024-04-11_14h30.25.024,PRE_PILOT,2023.1.3,59.86031607262205,
