SID,entry,timepoint
63e802622f8052bd67d6c5f0,apple,0.5
63e802622f8052bd67d6c5f0,orange,2.4
63e802622f8052bd67d6c5f0,pear,2.8
63e802622f8052bd67d6c5f0,grape,4.1
63e802622f8052bd67d6c5f0,blueberry,9.0
63e802622f8052bd67d6c5f0,raspberry,9.7
63e802622f8052bd67d6c5f0,strawberry,10.4
63e802622f8052bd67d6c5f0,blackberry,12.6
63e802622f8052bd67d6c5f0,banana,15.3
63e802622f8052bd67d6c5f0,mango,17.9
63e802622f8052bd67d6c5f0,durian,18.7
63e802622f8052bd67d6c5f0,starfruit,20.1
63e802622f8052bd67d6c5f0,cantaloupe,35.6
63e802622f8052bd67d6c5f0,honeydew,38.5
63e802622f8052bd67d6c5f0,watermelon,41.4
63e802622f8052bd67d6c5f0,plum,65.9
63e802622f8052bd67d6c5f0,kiwi,91.0
6081806ab383aa89f6c61940,apple,2.9
6081806ab383aa89f6c61940,mango,3.8
6081806ab383aa89f6c61940,pineapple,4.8
6081806ab383aa89f6c61940,strawberry,6.9
6081806ab383aa89f6c61940,blackberry,8.0
6081806ab383aa89f6c61940,raspberry,8.3
6081806ab383aa89f6c61940,blueberry,9.8
6081806ab383aa89f6c61940,boysenberry,10.3
6081806ab383aa89f6c61940,cantaloupe,17.0
6081806ab383aa89f6c61940,kiwi,17.8
6081806ab383aa89f6c61940,cherry,22.5
6081806ab383aa89f6c61940,lemon,23.5
6081806ab383aa89f6c61940,lime,24.8
6081806ab383aa89f6c61940,orange,25.8
6081806ab383aa89f6c61940,grape,27.1
6081806ab383aa89f6c61940,plum,30.5
6081806ab383aa89f6c61940,peach,31.1
6081806ab383aa89f6c61940,nectarine,32.1
6081806ab383aa89f6c61940,coconut,35.6
6081806ab383aa89f6c61940,banana,39.3
6081806ab383aa89f6c61940,date,48.0
6081806ab383aa89f6c61940,fig,48.8
6081806ab383aa89f6c61940,watermelon,51.7
6081806ab383aa89f6c61940,grapefruit,59.6
6081806ab383aa89f6c61940,durian,74.8
6081806ab383aa89f6c61940,starfruit,75.5
6081806ab383aa89f6c61940,starfruit,78.5
6081806ab383aa89f6c61940,clementine,81.2
6081806ab383aa89f6c61940,pomegranate,88.5
6081806ab383aa89f6c61940,pear,105.9
601f6a2231a2904b79df1671,apple,2.2
601f6a2231a2904b79df1671,orange,3.0
601f6a2231a2904b79df1671,banana,4.1
601f6a2231a2904b79df1671,grapefruit,17.4
601f6a2231a2904b79df1671,kiwi,21.9
601f6a2231a2904b79df1671,raspberry,35.2
601f6a2231a2904b79df1671,strawberry,36.5
601f6a2231a2904b79df1671,blackberry,37.0
601f6a2231a2904b79df1671,blueberry,38.6
601f6a2231a2904b79df1671,guava,42.5
601f6a2231a2904b79df1671,cherry,42.8
601f6a2231a2904b79df1671,tangerine,60.1
601f6a2231a2904b79df1671,durian,74.8
601f6a2231a2904b79df1671,starfruit,75.5
601f6a2231a2904b79df1671,watermelon,98.0
601f6a2231a2904b79df1671,cantaloupe,99.2
601f6a2231a2904b79df1671,cherry,105.8
654108d38225e168af4b1fa0,apple,1.1
654108d38225e168af4b1fa0,orange,1.9
654108d38225e168af4b1fa0,banana,3.2
654108d38225e168af4b1fa0,grape,6.2
