SID,entry,timepoint
65cb63e160bb47fbf9349269,dogs,1.2
65cb63e160bb47fbf9349269,huntsman,2.0
65cb63e160bb47fbf9349269,rabbit,2.9
65cb63e160bb47fbf9349269,turtle,3.7
65cb63e160bb47fbf9349269,squirrel,5.5
65cb63e160bb47fbf9349269,loris,6.7
65cb63e160bb47fbf9349269,hyenas,8.0
65cb63e160bb47fbf9349269,rat,9.4
65cb63e160bb47fbf9349269,opossum,12.7
65cb63e160bb47fbf9349269,bird,15.1
65cb63e160bb47fbf9349269,chipmunk,16.0
65cb63e160bb47fbf9349269,pigeon,17.6
65cb63e160bb47fbf9349269,eagle,22.4
65cb63e160bb47fbf9349269,lions,26.4
65cb63e160bb47fbf9349269,tiger,28.3
65cb63e160bb47fbf9349269,elephant,28.8
65cb63e160bb47fbf9349269,giraffe,29.8
65cb63e160bb47fbf9349269,brachiosaurus,31.9
65cb63e160bb47fbf9349269,snake,35.3
65cb63e160bb47fbf9349269,buffalo,44.1
65cb63e160bb47fbf9349269,lab,45.0
65cb63e160bb47fbf9349269,chicken,46.1
65cb63e160bb47fbf9349269,dear,48.4
65cb63e160bb47fbf9349269,crane,52.4
65cb63e160bb47fbf9349269,horse,54.6
65cb63e160bb47fbf9349269,kangaroo,57.5
65cb63e160bb47fbf9349269,koala,61.3
65cb63e160bb47fbf9349269,penguin,74.3
65cb63e160bb47fbf9349269,polar,76.9
65cb63e160bb47fbf9349269,bear,77.4
65cb63e160bb47fbf9349269,blackfly,77.9
65cb63e160bb47fbf9349269,bear,78.9
65cb63e160bb47fbf9349269,bronc,79.1
65cb63e160bb47fbf9349269,bear,79.9
65cb63e160bb47fbf9349269,orangutan,93.6
65cb63e160bb47fbf9349269,monkeys,94.8
65cb63e160bb47fbf9349269,fish,99.3
65cb63e160bb47fbf9349269,whale,99.9
65cb63e160bb47fbf9349269,crow,100.8
65cb63e160bb47fbf9349269,seahorse,105.8
65cb63e160bb47fbf9349269,dolphin,106.9
65cb63e160bb47fbf9349269,loris,111.8
65cb63e160bb47fbf9349269,jellyfish,115.8
65d6a09286a0c99e632a46dd,bird,0.5
65d6a09286a0c99e632a46dd,cat,4.3
65d6a09286a0c99e632a46dd,dogs,5.2
65d6a09286a0c99e632a46dd,lizard,5.8
65d6a09286a0c99e632a46dd,frog,8.2
65d6a09286a0c99e632a46dd,fish,12.3
65d6a09286a0c99e632a46dd,tiger,15.7
65d6a09286a0c99e632a46dd,lions,16.6
65d6a09286a0c99e632a46dd,elephant,19.0
65d6a09286a0c99e632a46dd,monkeys,20.9
65d6a09286a0c99e632a46dd,panda,28.1
65d6a09286a0c99e632a46dd,horse,29.6
65d6a09286a0c99e632a46dd,snake,31.8
65d6a09286a0c99e632a46dd,dear,36.0
65d6a09286a0c99e632a46dd,panda,38.2
65d6a09286a0c99e632a46dd,raccoon,40.7
65d6a09286a0c99e632a46dd,jaguar,44.7
65d6a09286a0c99e632a46dd,cougar,51.7
